Country Name,Country Code,Series Name,Series Code,1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,2.03329E+12,1.99157E+12,2.11969E+12,2.26744E+12,2.39153E+12,3.12558E+12,3.66966E+12,4.41097E+12,4.59273E+12,4.79348E+12,5.41542E+12,5.91939E+12,6.62155E+12,7.40677E+12,8.41057E+12,8.10405E+12,7.74641E+12,6.93322E+12,7.74511E+12,8.37797E+12,7.79017E+12,7.91347E+12,8.70321E+12,9.75973E+12,1.04131E+13,1.10371E+13,1.23338E+13,1.42235E+13,1.46339E+13,1.70806E+13,1.98E+13,2.11778E+13,2.14157E+13,2.20947E+13,2.20009E+13,2.27818E+13,2.4335E+13,2.64945E+13,2.70401E+13,2.71635E+13,3.11557E+13,3.06734E+13,3.07802E+13
